ax,ay,az,gx,gy,gz
20962,21004,-4266,28,-164,57
21776,21710,-5152,77,-94,33
22126,21946,-4792,-40,4,-39
21374,21296,-4156,-134,41,-48
20328,20790,-3710,-97,12,-53
20308,21108,-3754,14,-79,-37
21066,21528,-4378,49,-133,1
21604,21680,-4776,21,-101,24
21542,21500,-4704,-13,-23,46
21118,21278,-4316,-32,6,27
20826,21154,-4026,-31,-8,-17
20932,21434,-4190,-24,-38,-32
21164,21582,-4558,-23,-51,-8
21226,21664,-4540,-13,-24,25
21202,21470,-4460,-31,-4,35
21114,21324,-4346,-71,-4,-13
21132,21004,-4164,-67,-21,-34
20900,21236,-4172,-15,-40,-17
20800,21510,-4240,-9,-61,-4
21002,21536,-4434,-21,-79,3
21464,21356,-4472,-43,-31,-13
21276,21294,-4314,-39,-25,-7
20850,21326,-4080,-32,-42,2
20636,21254,-4088,-21,-99,10
20936,21326,-4282,-26,-121,-14
21474,21288,-4546,-27,-96,-17
21450,21414,-4452,-19,-56,-25
21088,21520,-4072,-26,-54,-13
20466,21492,-3662,-47,-133,-1
20674,21592,-4000,-28,-224,20
21300,21492,-4662,-33,-199,49
21834,21344,-4628,-24,-135,52
21646,21196,-4242,-29,-98,22
20980,21298,-3608,-45,-120,-9
20320,21304,-2942,-63,-233,-7
20374,21158,-3540,-34,-373,35
21474,21548,-4732,7,-317,-11
22542,21908,-4726,-22,-229,-31
22394,21828,-4334,-66,-144,15
21190,21438,-3854,-74,-89,46
20584,21052,-3276,4,-118,77
20588,21044,-3318,91,-188,96
21030,21400,-3894,91,-187,40
22070,21434,-4216,5,-152,-53
22228,21484,-4070,-62,-80,-73
21374,21442,-3774,-50,-56,-14
20840,21406,-3622,-36,-76,25
20762,21448,-3736,-23,-86,20
21652,21702,-4206,0,-61,3
22272,21916,-4244,-38,7,-33
22016,21616,-3884,-93,59,-30
21034,21214,-3492,-63,69,8
20566,21218,-3064,-33,4,10
20686,21208,-3536,-3,-82,5
21548,21548,-4322,-11,-61,-59
22442,21560,-4432,-48,14,-67
22176,21338,-4098,-40,75,-13
20850,21358,-3486,-16,83,3
20208,21412,-2988,0,-6,10
20520,21576,-3692,-34,-121,-30
21676,21426,-4132,-42,-109,-56
22498,21362,-4378,-9,-59,-21
21998,21684,-4294,-3,22,6
21014,21800,-3952,-21,62,26
20782,21616,-3606,-41,35,15
20944,21514,-3492,-68,-21,-16
21254,21018,-3860,-72,-35,6
21716,21048,-3994,19,-21,2
21514,21692,-3970,15,-12,-20
21030,21722,-3774,-46,-7,-16
20966,21528,-3590,-59,-41,-15
21210,21314,-3872,-29,-59,-5
21328,21424,-4116,6,-36,9
21620,21612,-4076,0,-27,-7
21458,21722,-4090,-44,-13,-30
21228,21360,-3872,-73,-3,-21
21216,21230,-3798,-38,-14,-10
21320,21404,-3966,3,-21,18
21324,21810,-4464,20,-3,38
21446,22136,-4480,-38,55,14
21624,21738,-4060,-127,84,-3
21212,21106,-3628,-144,78,3
20642,20990,-3188,-44,-83,18
20600,21168,-3342,-24,-187,20
20988,21390,-3588,-38,-278,2
21280,21356,-3790,-53,-313,16
21442,21424,-3782,-36,-314,16
21504,21782,-3980,-12,-276,32
21432,22056,-3916,5,-217,75
21546,22318,-3750,5,-221,109
21350,22264,-3418,-39,-226,135
21172,21616,-3492,-74,-235,172
21428,21010,-3762,-52,-220,147
21870,20904,-4104,-21,-166,79
22060,21298,-3930,-3,-115,40
21576,21624,-3364,-90,-84,21
21038,21302,-2916,-122,-111,46
20936,21034,-3278,-56,-170,30
21426,21552,-3288,14,-199,-50
21800,22190,-3386,27,-220,-31
21896,22320,-3526,-14,-203,35
21842,22090,-3456,-73,-175,83
21636,21566,-3150,-91,-189,124
21046,21444,-2892,-43,-184,78
21420,21680,-2780,-38,-234,19
21772,21622,-2664,-46,-278,26
21538,21536,-2112,-54,-369,69
21070,21334,-1948,-19,-515,134
21102,21180,-2842,34,-606,137
21252,21910,-2724,56,-594,24
22146,22144,-2352,-29,-615,-81
22248,21564,-1384,-132,-718,-88
21692,21094,-1104,-57,-857,-16
21582,21582,-2368,106,-945,77
22048,23090,-2670,109,-849,73
23240,23362,-2702,-103,-763,-2
23630,22722,-1700,-275,-685,-14
22952,21954,-650,-320,-698,70
21814,20938,-722,-156,-809,130
21990,21328,-1118,-11,-812,83
22704,22080,-838,30,-806,68
23446,22282,-640,-70,-831,46
23488,21946,-90,-207,-858,26
23100,21556,592,-243,-940,49
22964,21062,510,-181,-1053,50
23016,21544,476,-81,-1123,6
23704,22658,328,-71,-1149,14
24352,22928,294,-181,-1124,52
25050,22620,330,-287,-1088,113
25178,22184,828,-313,-1052,213
24966,21534,1018,-240,-1001,326
25006,20690,890,-74,-924,326
25158,21002,1426,23,-862,175
25498,21674,1732,-61,-851,54
25556,21712,1850,-246,-840,32
25394,21836,2354,-338,-867,-29
25526,21748,2262,-366,-902,-43
25570,21712,2720,-306,-932,18
25768,21792,3254,-221,-996,93
26016,21932,3406,-134,-1086,179
26384,22220,3002,-93,-1137,234
26636,22598,3260,-167,-1163,251
26826,22096,3646,-311,-1215,269
27556,21060,3502,-355,-1253,180
28264,20826,3312,-331,-1228,142
28728,21008,3410,-309,-1174,137
28982,21244,3390,-257,-1087,216
29182,21222,3536,-174,-1005,289
29246,21290,4100,-108,-942,318
29150,21336,4738,-99,-904,240
29400,21546,4554,-186,-908,110
29432,21658,4774,-289,-907,95
29446,21444,5136,-352,-943,155
29500,20972,5646,-279,-1030,245
29998,20700,5828,-46,-1180,382
30580,21186,5266,51,-1208,332
31102,21900,4930,-65,-1220,195
31638,21910,4684,-247,-1166,137
32058,21230,4786,-339,-1092,190
32204,20418,5022,-258,-1040,291
32222,20198,5524,-78,-1017,331
32326,20698,5844,15,-1013,236
32767,21440,5372,-67,-985,106
32767,21250,4594,-177,-895,78
32767,20610,4460,-221,-765,55
32767,20098,5058,-110,-627,105
32767,21112,5834,134,-539,168
32767,21552,5476,73,-472,78
32767,21498,4972,-55,-400,41
32767,21452,6100,-150,-364,96
32767,21070,6876,-133,-421,160
32767,20738,6962,-44,-570,130
32767,20962,6286,42,-629,105
32767,21724,5584,28,-628,101
32767,21690,5158,-108,-557,73
32767,20458,4758,-189,-420,20
32767,19666,5458,-133,-290,-16
32767,19988,6016,45,-220,-24
32767,21012,5904,149,-186,-29
32767,22272,5588,43,-119,-41
32767,22100,5714,-137,-66,-7
32767,21086,6400,-227,-56,16
32767,20536,6646,-162,-94,8
32767,20578,6650,-40,-159,-10
32767,21152,5886,55,-172,-7
32767,21524,5240,16,-134,35
32767,21194,6270,-110,-85,48
32767,20716,6800,-148,-124,10
32767,20488,6440,-86,-175,-7
32767,20706,5788,5,-176,-2
32767,21000,4774,50,-94,0
32767,20858,4924,29,60,-10
32767,20950,5842,-61,172,-79
32767,20746,6086,-97,210,-125
32767,20862,6626,-47,157,-71
32767,21318,6620,7,93,-28
32767,21528,6612,23,23,23
32767,21322,6470,-18,-22,10
32767,21156,6550,-44,-77,-12
32767,21054,6458,-54,-122,-17
32767,20768,5958,-28,-146,1
32767,20684,5270,-1,-98,8
32767,20956,5132,20,38,-11
32767,21230,6132,-15,91,-29
32767,21260,6680,-44,74,-15
32767,20836,6530,-50,-32,-19
32767,21094,6036,15,-71,7
32767,21464,6058,37,-65,40
32767,21312,6112,-45,-62,8
32767,20804,6030,-108,-52,-24
32767,20444,5824,-88,-40,-33
32767,20562,5948,5,-27,-2
32767,20976,6050,81,-24,53
32767,21372,6072,55,-13,32
32767,21380,6284,-92,-20,-53
32767,20960,6140,-133,-34,-58
32767,20700,5890,-55,-25,-21
32767,20854,5944,39,-1,12
32767,21316,6098,42,14,15
32767,21282,6692,-25,-20,20
32767,20932,6564,-62,-80,1
32767,20758,6206,-65,-117,-34
32767,21026,5718,-16,-102,-22
32767,21104,5540,5,-52,4
32767,21050,5604,0,1,16
32767,20978,5804,-13,54,-3
32767,20960,6210,-65,73,-56
32767,20978,6722,-78,49,-72
32767,20890,6536,-60,-7,-56
32767,21048,6156,5,-46,-53
32767,21496,5874,40,-49,20
32767,21392,6138,-12,-40,43
32767,21062,6150,-78,-33,-7
32767,20804,6042,-88,-26,-30
32767,20758,5960,-55,-7,-25
32767,20780,5958,-18,6,-13
32767,20854,6092,-2,14,-7
32767,21034,6050,-4,14,-21
32767,21336,6216,-11,5,-29
32767,21472,6272,-41,-17,-12
32767,21330,6304,-74,-41,10
32767,20810,6206,-73,-68,20
32767,20744,5922,-37,-71,5
32767,20788,5706,-21,-44,-8
32767,20884,5754,-15,7,-5
32767,20974,6224,-26,25,-6
32767,21114,6506,-17,-16,-20
32767,21098,6324,-21,-66,-5
32767,20956,6074,-23,-78,-1
32767,20982,5812,-10,-62,-3
32767,21146,5932,0,-36,-2
32767,21426,6088,-43,-21,-24
32767,21192,6248,-97,-13,-23
32767,20500,6062,-61,-31,10
32767,20412,6066,8,-33,3
32767,21070,6066,47,-37,-18
32767,21454,6186,-8,-37,-26
32767,21240,6186,-62,-43,-34
32767,21000,5990,-67,-47,-28
32767,21002,5942,-16,-43,5
32767,21098,5834,5,-39,15
32767,21016,6114,-44,-23,-14
32767,20976,6192,-57,-25,-30
32767,20998,6046,-39,-22,-16
32767,20954,5912,-12,-11,4
32767,21016,6004,-27,15,-3
32767,20940,6112,-59,21,-26
32767,20926,6208,-83,16,-38
32767,20912,6302,-79,-10,-39
32767,21020,6094,14,-37,-7
32767,21216,6124,29,-44,3
32767,21324,6170,-20,-48,7
32767,20982,6034,-83,-56,-14
32767,20658,6014,-75,-52,-38
32767,20778,5818,-14,-36,-23
32767,21078,5838,17,-11,-5
32767,21272,5848,3,13,4
32767,21124,5972,-30,40,-8
32767,20868,6146,-60,36,-33
32767,20606,6334,-35,31,-33
32767,20548,6100,13,17,-24
32767,21148,5802,60,22,-34
32767,21530,5770,-9,50,-43
32767,21312,6234,-86,59,-46
32767,21116,6536,-97,24,-24
32767,20900,6536,-50,-45,23
32767,20880,6290,-1,-94,35
32767,20924,5894,7,-100,16
32767,21060,5638,-26,-65,-11
32767,20930,5780,-61,-3,-28
32767,20808,6124,-68,10,-36
32767,20890,6340,-29,-6,-24
32767,21062,6250,-10,-32,4
32767,21182,6012,-16,-40,2
32767,21304,5960,-50,-28,-6
32767,21170,6094,-75,-15,-7
32767,20984,6234,-71,-18,-7
32767,20704,6176,-46,-50,24
32767,20580,6106,-27,-67,15
32767,20732,5892,-5,-61,0
32767,21096,5924,-15,-43,-17
32767,21178,5972,-34,-16,-23
32767,21014,6122,-52,-15,-19
32767,20812,6280,-37,-25,-12
32767,20722,6072,-10,-45,0
32767,20948,5810,-6,-24,-4
32767,20934,6144,-23,-17,-26
32767,20984,6222,-9,-20,-20
32767,21016,6208,4,-36,-11
32767,21064,6022,7,-42,-11
32767,21004,5742,-2,-27,-2
32767,20912,5642,-12,22,-6
32767,20792,6134,5,71,-15
32767,20720,6438,77,65,-8
32767,21244,6278,64,15,4
32767,21062,6192,-37,-4,-17
32767,21010,6050,-61,-28,-61
32767,21350,6120,-25,-47,-39
32767,21446,6040,-15,-75,27
32767,21308,5814,-57,-67,30
32767,20706,5822,-113,-37,4
32767,20452,5904,-101,-14,-14
32767,20504,6018,-46,2,-30
32767,20952,6072,13,4,-23
32767,21444,6114,27,1,10
32767,21516,6304,-15,-20,18
32767,21038,6540,-47,-80,21
32767,20694,6166,-28,-107,11
32767,21014,5528,8,-98,-3
32767,21204,5308,10,-26,20
32767,21230,5420,-8,48,35
32767,20968,5870,-39,106,21
32767,20686,6314,-59,109,14
32767,20584,6942,-57,38,-14
32767,21098,6142,5,-122,-50
32767,21460,5434,25,-114,-8
32767,21536,5544,-4,-62,20
32767,21314,5698,-51,0,23
32767,20954,5924,-89,31,11
32767,20758,6062,-88,46,-16
32767,21032,6416,-69,7,-21
32767,20948,6540,-64,-48,0
32767,20770,6432,-43,-102,0
32767,20718,6020,-5,-128,-14
32767,21062,5632,19,-109,-8
32767,21416,5404,-12,-57,-4
32767,21254,5558,-73,7,-5
32767,20954,6014,-84,37,-1
32767,20854,6594,-95,-1,-16
32767,20580,6694,-88,-64,-23
32767,20524,6182,-43,-114,-35
32767,21030,5790,20,-123,-37
32767,21544,5568,34,-89,-4
32767,21576,5962,-28,-61,20
32767,21178,6428,-117,-78,8
32767,20670,6504,-142,-121,-10
32767,20698,6344,-111,-204,-23
32767,20822,6222,-66,-233,2
32767,20956,6048,-21,-258,34
32767,20866,5734,0,-238,55
32767,20950,5478,-3,-184,43
32767,20976,5692,-74,-116,3
32767,20788,6122,-115,-92,-3
32767,20510,6500,-70,-131,9
32767,20806,6538,-26,-189,5
32767,21084,6328,-24,-229,31
32767,21074,6480,-38,-277,68
32767,20952,6506,-38,-330,61
32767,20958,6510,-34,-391,51
32767,21036,6302,-44,-432,55
32767,20800,5974,-70,-443,45
32767,20332,5516,-50,-393,62
32767,20334,5412,20,-309,67
32767,20780,5728,30,-236,52
32767,21224,6344,-18,-205,35
32767,21054,6704,-86,-220,20
32767,20940,6684,-97,-277,18
32767,20796,6594,-71,-338,37
32767,20714,6406,-10,-388,83
32767,20828,6156,21,-417,91
32767,21048,6414,-23,-438,52
32767,21040,6632,-61,-473,57
32767,20920,6796,-64,-537,95
32767,21014,6840,-64,-603,98
32767,20920,6442,-57,-671,108
32767,20634,6140,-60,-701,126
32767,20414,6072,-37,-701,103
32767,20766,6190,-14,-697,81
32767,21122,6192,-24,-696,77
32767,21014,6228,-69,-717,85
32767,20602,6134,-76,-721,113
32767,20472,5970,-26,-714,128
32767,20740,5924,14,-709,130
32767,21018,5968,10,-695,108
32767,20962,6008,-60,-680,89
32767,20562,6238,-106,-691,105
32767,20344,6254,-53,-701,109
32767,20844,6302,10,-771,92
32767,21012,6122,-13,-807,103
32767,20700,5684,-73,-829,124
32767,20140,5100,-64,-777,84
32767,20366,5510,-25,-735,53
32767,20774,6154,6,-740,75
32767,20928,6186,-19,-780,97
32767,20902,5980,-55,-838,91
32767,20992,5756,-92,-862,71
32767,20768,5206,-119,-852,68
32767,20380,5158,-115,-797,71
32767,20500,5372,-76,-787,103
32767,20632,5704,-70,-816,149
32767,20746,5820,-125,-882,120
32767,20496,5834,-170,-932,46
32767,20390,5362,-176,-1003,24
32767,20316,4912,-161,-1015,44
32767,20018,4910,-173,-1010,0
32767,20188,5112,-148,-1028,4
32767,20246,5204,-115,-1066,32
32767,20324,4720,-112,-1100,2
32767,20406,4304,-155,-1127,-25
32767,20296,3992,-191,-1104,-5
32767,19986,3686,-216,-1072,-11
32767,19784,3442,-188,-969,-44
32767,20144,4168,-184,-933,-82
32767,20228,4202,-173,-959,-86
32767,20124,3810,-169,-1001,-51
32767,20170,3432,-144,-989,-14
32767,20310,3364,-172,-998,-4
32767,20224,3732,-217,-1038,-19
32767,20178,3960,-237,-1137,-2
32767,19886,3394,-245,-1203,-4
32767,20064,2784,-268,-1245,-24
32767,19978,2158,-275,-1234,-21
32767,19820,1824,-301,-1205,-27
32767,19604,1650,-330,-1141,-67
32767,19340,1718,-335,-1113,-70
32767,19140,1890,-224,-1071,-30
32767,19404,2180,-131,-1148,0
32767,20210,1942,-108,-1220,10
32767,20090,1178,-277,-1300,18
32767,19632,722,-373,-1270,-15
32767,19096,320,-363,-1276,-10
32767,18718,-164,-265,-1245,6
32767,18664,-1082,-120,-1143,25
32767,19288,-1158,-45,-1023,68
32767,19708,-1142,-108,-931,79
32767,19040,-1000,-231,-862,49
32767,18696,-686,-212,-902,-31
32767,18836,-562,-134,-932,-41
32767,19292,-780,-32,-967,23
32767,19996,-1096,-44,-993,35
32767,20036,-1656,-152,-1005,50
32767,19500,-2284,-218,-1008,107
32767,18976,-2990,-212,-895,128
32767,18470,-2736,-155,-739,91
32767,18612,-1884,-98,-722,124
32767,19000,-2092,-49,-800,131
32767,18744,-3224,-90,-823,116
32767,18228,-4042,-55,-711,117
32767,18272,-4232,-3,-544,79
32767,18974,-3160,-107,-391,6
32767,18068,-2274,-84,-464,8
32767,18488,-2456,65,-579,40
32767,19320,-3124,120,-662,34
32767,19432,-4020,58,-676,53
32767,19322,-4448,-25,-597,70
32767,18610,-4430,-43,-532,96
32767,18724,-4008,-29,-498,96
32767,18382,-4012,-51,-512,87
32767,18084,-4316,-9,-548,97
32767,18294,-4850,15,-546,37
32767,18414,-5442,23,-477,-6
32767,18376,-5116,60,-378,22
32767,18452,-4302,138,-382,54
32767,18888,-4192,185,-437,44
32767,19222,-4826,92,-523,51
32767,18980,-5408,54,-509,79
32767,18704,-5692,60,-439,87
32767,18608,-6014,57,-391,110
32767,18450,-5572,32,-335,114
32767,18056,-5230,41,-322,101
32767,18182,-5062,78,-379,75
32767,18708,-5924,64,-410,8
32767,18744,-6570,-7,-347,21
32767,18054,-6000,-52,-279,24
32767,17562,-4598,89,-346,58
32767,18292,-4912,295,-506,42
32767,19398,-6472,291,-573,20
32767,19560,-7744,122,-431,29
32767,18902,-7118,-69,-266,40
32767,18082,-6414,-31,-210,73
32767,18084,-6646,-23,-209,32
32767,18074,-7276,-28,-175,-18
32767,17794,-7546,-57,-76,-106
32767,18150,-6176,2,-23,-120
32767,18786,-5704,61,-108,-80
32767,18992,-6052,46,-192,-55
32767,19120,-6794,20,-208,-46
32767,19088,-7292,-61,-139,-24
32767,18658,-7628,-72,-22,-17
32767,18324,-6632,-63,58,-12
32767,18214,-4906,35,-38,54
32767,18690,-5228,120,-233,71
32767,18946,-6772,113,-331,54
32767,18934,-7950,20,-251,26
32767,18750,-8056,-72,-83,3
32767,18028,-7540,-160,113,-41
32767,17564,-5664,-116,148,-72
32767,18286,-4522,73,-78,-23
32767,19136,-5956,129,-265,-28
32767,19294,-7362,29,-266,-48
32767,18864,-8050,-26,-160,-33
32767,18766,-7758,-15,-39,1
32767,18782,-7072,-76,46,20
32767,18242,-6316,-96,36,24
32767,18142,-6104,-55,-47,-13
32767,18384,-6604,-6,-116,-40
32767,18722,-7166,20,-91,-49
32767,18780,-7200,-6,-37,-43
32767,18942,-6918,-7,-11,-21
32767,18748,-6414,-75,-11,-15
32767,18388,-6704,-22,-63,-30
32767,18910,-7474,34,-10,-26
32767,18954,-6898,-18,54,-6
32767,18602,-6106,-72,7,23
32767,18482,-6216,-24,-65,7
32767,18990,-6900,-9,-97,-18
32767,18574,-7276,-40,-64,-4
32767,18516,-7244,-15,0,5
32767,18408,-6544,-27,19,30
32767,18166,-6262,-11,-17,-2
32767,18510,-6178,21,-87,-33
32767,18926,-6946,65,-110,-41
32767,19330,-6904,-34,-75,-19
32767,18790,-7146,-73,-38,29
32767,18374,-7124,-67,12,6
32767,18484,-6566,-36,26,-19
32767,18578,-6062,-13,-15,-10
32767,18904,-6458,-11,-127,29
32767,18674,-7326,-3,-125,37
32767,18456,-7616,-8,-46,-3
32767,18500,-7462,1,46,-31
32767,18582,-6046,-53,94,-33
32767,18532,-5808,-30,-27,-17
32767,18778,-6326,27,-126,13
32767,18962,-7278,18,-121,6
32767,18698,-7754,-11,-41,-8
32767,18584,-7458,-13,71,-10
32767,18842,-6194,-45,104,-2
32767,18676,-5762,-67,-1,28
32767,18278,-6642,-38,-85,-4
32767,18598,-7186,12,-48,-39
32767,18786,-7044,-13,23,-46
32767,18688,-6670,-36,54,-31
32767,18638,-5948,-37,19,-11
32767,18680,-5894,7,-64,-5
32767,18918,-6522,42,-124,11
32767,19026,-7302,33,-107,43
32767,18496,-7122,-24,-39,63
32767,18210,-6540,6,-10,39
32767,18766,-6258,40,-32,10
32767,18752,-6178,8,-72,22
32767,18714,-6534,26,-119,25
32767,18910,-7344,12,-93,25
32767,18758,-7288,-55,-10,16
32767,18400,-6706,-92,34,21
32767,18216,-6144,-42,-14,-9
32767,18402,-6304,-1,-80,-36
32767,18804,-6738,18,-94,-16
32767,18832,-7138,-23,-74,-11
32767,18390,-7054,-69,-28,-8
32767,18268,-7080,-45,23,-51
32767,18668,-6474,-11,47,-70
32767,18940,-6252,1,15,-8
32767,18750,-6654,-29,-36,26
32767,18562,-6752,-32,-29,8
32767,18692,-6452,-18,-32,5
32767,18768,-6604,-10,-48,-8
32767,18824,-6630,-45,-60,-10
32767,18420,-6930,-43,-48,8
32767,18336,-7070,6,0,12
32767,18700,-6250,-10,23,22
32767,18554,-5868,-28,-59,34
32767,18718,-6250,-10,-114,8
32767,18968,-6878,5,-119,5
32767,18816,-7464,-52,-56,20
32767,17882,-6654,-74,99,-34
32767,18216,-5558,-14,78,-58
32767,18836,-5638,55,-56,-33
32767,19206,-6284,28,-138,-2
32767,18924,-7318,-29,-116,12
32767,18508,-7384,-50,-21,5
32767,18522,-6740,-32,30,5
32767,18584,-6322,-44,32,5
32767,18300,-6326,-53,-20,-4
32767,18480,-6106,0,-62,-5
32767,18834,-6572,28,-71,10
32767,18758,-6952,-18,-47,21
32767,18436,-7018,-40,3,2
32767,18640,-6474,-16,49,-10
32767,18874,-5810,-6,7,28
32767,18638,-6008,-26,-58,43
32767,18294,-6644,-17,-107,40
32767,18220,-7158,1,-61,-10
32767,18506,-6986,-2,23,-39
32767,18526,-6340,-40,46,-29
32767,18548,-5534,-41,4,-6
32767,18562,-5976,-7,-92,5
32767,18750,-6672,2,-113,0
32767,18722,-7338,-28,-39,0
32767,18574,-6668,-76,29,3
32767,18432,-5676,-70,3,13
32767,18360,-6096,2,-65,10
32767,18674,-6498,18,-85,-2
32767,18884,-7098,-2,-60,4
32767,18614,-6848,-83,-9,24
32767,18038,-6490,-107,32,-1
32767,17898,-5596,-34,-31,-46
32767,18642,-6010,69,-109,-43
32767,19290,-6636,44,-120,-23
32767,18996,-6942,-62,-93,20
32767,18226,-7050,-84,-16,10
32767,18250,-6662,-40,39,-30
32767,18534,-5640,-16,32,-22
32767,18630,-5716,0,-72,-7
32767,18814,-6548,-4,-127,21
32767,18726,-6884,-45,-107,20
32767,18202,-7116,-67,-44,6
32767,18056,-6838,-36,14,-40
32767,18462,-6238,0,27,-57
32767,18732,-6264,7,7,-46
32767,18812,-6276,-29,-10,-20
32767,18714,-6344,-46,-41,3
32767,18632,-6358,-62,-80,5
32767,18516,-6934,-35,-61,5
32767,18448,-7390,-37,25,-16
32767,18202,-7338,-56,146,-39
32767,18278,-5646,-62,180,-30
32767,18584,-5576,-21,91,-37
32767,18604,-6332,-60,23,-65
32767,18514,-7346,-71,125,-100
32767,18516,-7338,-76,314,-147
32767,18752,-5202,-95,360,-119
32767,18634,-4718,-30,220,-36
32767,18810,-5120,-20,81,-50
32767,18960,-6180,-7,58,-67
32767,18792,-7276,-25,177,-62
32767,18892,-5192,-80,249,-42
32767,18608,-4494,-66,99,-1
32767,18644,-5484,-17,-33,-47
32767,18954,-5960,13,-18,-41
32767,19206,-5562,-27,17,-14
32767,18796,-5432,-94,-5,9
32767,18420,-4968,-88,-65,9
32767,18514,-5458,-3,-118,-12
32767,18586,-6130,20,-102,-47
32767,18884,-6380,22,-36,-40
32767,18872,-5954,-69,-1,-5
32767,18338,-5776,-90,31,-15
32767,18168,-5438,-60,29,-50
32767,18876,-5044,5,-32,-84
32767,19260,-5296,8,-103,-61
32767,19288,-5954,-24,-122,-4
32767,18854,-6222,-50,-61,-4
32767,18916,-5424,-40,-74,12
32767,18994,-5350,28,-114,58
